,university,stream,program,decision,cgpa,greV,greQ,greA,gre_subject,citizenship
52,0.7435897435877377,0.38461538461538464,0.45414759226194473,0,3.13,149.0,167.0,3.5,930.0,0.5019177676073301
53,0.633147113594041,0.5780141843970401,0.45414759226194473,0,3.13,149.0,167.0,3.5,930.0,0.5019177676073301
54,0.6083916083914408,0.5331166192604633,0.45414759226194473,0,3.05,152.0,160.0,4.5,680.0,0.5019177676073301
55,0.5721908349026993,0.43249667237117323,0.45414759226194473,0,3.75,162.0,153.0,5.0,520.0,0.580094723426517
56,0.6142433234421353,0.4908256880733945,0.45414759226194473,0,3.5,155.0,167.0,4.5,690.0,0.6617346135683929
57,0.5362756952841596,0.4908256880733945,0.45414759226194473,0,3.7,166.0,170.0,3.5,900.0,0.5019177676073301
58,0.5785288270377733,0.5331166192604633,0.45414759226194473,0,3.3,156.0,153.0,4.0,630.0,0.580094723426517
59,0.5621301729445147,0.4908256880733945,0.45414759226194473,0,2.76,155.0,166.0,3.5,600.0,0.5019177676073301
60,0.6563245823389021,0.5139949109414759,0.45414759226194473,1,3.85,155.0,169.0,4.0,770.0,0.5019177676073301
61,0.4582857142857143,0.5997908421910859,0.45414759226194473,1,3.92,170.0,170.0,5.0,880.0,0.5019177676073301
62,0.3552278820375335,0.43249667237117323,0.45414759226194473,0,3.86,170.0,157.0,6.0,700.0,0.580094723426517
63,0.6657381615598884,0.523718763235917,0.45414759226194473,1,3.75,155.0,170.0,4.0,790.0,0.5019177676073301
64,0.6234096692111959,0.5331166192604633,0.45414759226194473,1,3.91,158.0,164.0,5.0,870.0,0.4825660985102671
65,0.5347490347490348,0.523718763235917,0.45414759226194473,1,3.62,159.0,169.0,4.0,520.0,0.580094723426517
66,0.6885193897473153,0.4908256880733945,0.45414759226194473,0,3.98,166.0,165.0,4.5,710.0,0.580094723426517
67,0.6073410680560338,0.5331166192604633,0.45414759226194473,1,3.8,159.0,170.0,5.5,940.0,0.580094723426517
68,0.6142433234421353,0.4908256880733945,0.45414759226194473,1,3.49,154.0,170.0,4.0,800.0,0.5019177676073301
69,0.5485961123110151,0.523718763235917,0.7190943183326696,0,3.57,170.0,169.0,5.0,730.0,0.580094723426517
70,0.4705128205128205,0.5331166192604633,0.45414759226194473,0,3.92,159.0,170.0,4.0,990.0,0.5019177676073301
71,0.4309437019036047,0.5331166192604633,0.45414759226194473,0,3.92,159.0,170.0,4.0,990.0,0.5019177676073301
72,0.3269043985014569,0.5331166192604633,0.45414759226194473,0,3.92,159.0,170.0,4.0,990.0,0.5019177676073301
73,0.4794745484400657,0.6366554054054054,0.45414759226194473,0,3.81,157.0,165.0,3.5,760.0,0.5019177676073301
74,0.41231126596980255,0.5404457563957734,0.7190943183326696,0,3.6,159.0,165.0,4.0,690.0,0.580094723426517
75,0.41231126596980255,0.5824411601122923,0.7190943183326696,0,3.57,170.0,169.0,5.0,730.0,0.580094723426517
76,0.5110732538330494,0.5780141843970401,0.45414759226194473,1,3.93,157.0,155.0,4.0,570.0,0.580094723426517
77,0.5292096219931272,0.4057142857142857,0.45414759226194473,0,3.8,162.0,155.0,5.0,690.0,0.580094723426517
78,0.40265120132560067,0.5331166192604633,0.45414759226194473,1,3.77,154.0,167.0,3.0,880.0,0.4825660985102671
79,0.8188385517764385,0.6073410680560338,0.45414759226194473,1,3.9,158.0,170.0,4.0,930.0,0.4825660985102671
80,0.6743058068898702,0.4140302613480055,0.7190943183326696,1,3.51,165.0,155.0,5.0,770.0,0.580094723426517
81,0.6563245823389021,0.523718763235917,0.45414759226194473,1,3.74,152.0,168.0,3.0,800.0,0.4825660985102671
82,0.616600790513834,0.523718763235917,0.45414759226194473,1,3.9,165.0,169.0,4.5,650.0,0.580094723426517
83,0.5071387778412336,0.6366554054054054,0.45414759226194473,0,3.61,158.0,150.0,5.5,540.0,0.580094723426517
84,0.5721908349026993,0.523718763235917,0.45414759226194473,1,3.9,165.0,169.0,4.5,650.0,0.580094723426517
85,0.5071387778412336,0.6366554054054054,0.45414759226194473,0,3.9,150.0,170.0,3.5,810.0,0.4825660985102671
86,0.660714243829387,0.5331166192604633,0.45414759226194473,0,3.63,156.0,163.0,4.0,570.0,0.580094723426517
87,0.5918190311036485,0.4908256880733945,0.45414759226194473,1,3.84,158.0,166.0,3.0,790.0,0.5019177676073301
88,0.6885193897473153,0.523718763235917,0.7190943183326696,1,3.57,170.0,169.0,5.0,730.0,0.580094723426517
89,0.660714243829387,0.5331166192604633,0.45414759226194473,0,3.2,158.0,159.0,4.0,610.0,0.580094723426517
90,0.8143712574850238,0.523718763235917,0.45414759226194473,1,3.58,152.0,168.0,3.5,670.0,0.5019177676073301
91,0.49583333333333335,0.4908256880733945,0.45414759226194473,0,2.78,155.0,166.0,3.5,600.0,0.5019177676073301
92,0.835024135593398,0.3800562785789659,0.7190943183326696,1,3.5,165.0,155.0,5.0,770.0,0.580094723426517
93,0.5721908349026993,0.4908256880733945,0.45414759226194473,0,3.5,155.0,167.0,4.5,690.0,0.6617346135683929
94,0.6143572621035058,0.5331166192604633,0.45414759226194473,0,3.58,159.0,160.0,4.0,610.0,0.580094723426517
95,0.7071583514099783,0.5331166192604633,0.45414759226194473,0,3.1,162.0,163.0,3.0,880.0,0.5019177676073301
96,0.7920489296635972,0.523718763235917,0.45414759226194473,1,3.5,158.0,162.0,4.0,630.0,0.580094723426517
97,0.6889952144417428,0.43249667237117323,0.7190943183326696,1,3.8,160.0,149.0,5.5,590.0,0.580094723426517
98,0.4705128205128205,0.5331166192604633,0.45414759226194473,0,3.94,164.0,163.0,5.0,750.0,0.580094723426517
99,0.5986159169549135,0.5331166192604633,0.45414759226194473,0,3.97,159.0,168.0,4.0,950.0,0.580094723426517
100,0.4102272727272727,0.5331166192604633,0.45414759226194473,0,3.9,159.0,168.0,4.0,970.0,0.5019177676073301
101,0.4309437019036047,0.5331166192604633,0.45414759226194473,0,3.9,162.0,162.0,4.0,850.0,0.580094723426517
102,0.5721908349026993,0.38461538461538464,0.45414759226194473,0,3.4520000000000004,158.0,166.0,3.5,930.0,0.5019177676073301
103,0.712195120440125,0.38461538461538464,0.45414759226194473,0,3.4520000000000004,158.0,166.0,3.5,930.0,0.5019177676073301
104,0.4705128205128205,0.5331166192604633,0.45414759226194473,0,3.93,158.0,170.0,4.0,980.0,0.5019177676073301
105,0.4705128205128205,0.5331166192604633,0.45414759226194473,0,3.34,159.0,170.0,4.5,990.0,0.5019177676073301
106,0.6437499208897655,0.4908256880733945,0.45414759226194473,0,3.58,152.0,168.0,3.5,670.0,0.5019177676073301
107,0.7117241379310345,0.4908256880733945,0.45414759226194473,1,3.58,152.0,168.0,3.5,670.0,0.5019177676073301
108,0.3753219989696033,0.3800562785789659,0.45414759226194473,1,3.5,170.0,155.0,5.0,770.0,0.580094723426517
109,0.6522422518269382,0.344578313253012,0.45414759226194473,1,3.74,168.0,158.0,4.5,780.0,0.580094723426517
110,0.5430672268907563,0.6366554054054054,0.45414759226194473,0,3.81,161.0,158.0,4.0,790.0,0.580094723426517
111,0.5141294439380127,0.5331166192604633,0.45414759226194473,1,3.71,161.0,167.0,4.5,980.0,0.5019177676073301
112,0.5141294439380127,0.5331166192604633,0.45414759226194473,1,3.87,156.0,169.0,3.5,910.0,0.4825660985102671
113,0.5141294439380127,0.5331166192604633,0.45414759226194473,1,3.7,155.0,170.0,4.0,880.0,0.4825660985102671
114,0.5384615384615384,0.43249667237117323,0.45414759226194473,1,3.8,166.0,161.0,4.5,610.0,0.580094723426517
115,0.6021348859776807,0.5780141843970401,0.45414759226194473,0,3.93,157.0,155.0,4.0,570.0,0.580094723426517
116,0.6530968382061039,0.5331166192604633,0.45414759226194473,1,3.24,164.0,157.0,4.0,570.0,0.580094723426517
117,0.6496350364963503,0.523718763235917,0.45414759226194473,1,3.78,143.0,168.0,2.5,760.0,0.5019177676073301
118,0.4863013698630137,0.5426357692182658,0.45414759226194473,0,3.7,147.0,164.0,3.0,850.0,0.5019177676073301
119,0.670601529495844,0.6073410680560338,0.45414759226194473,1,3.7,147.0,164.0,3.0,850.0,0.5019177676073301
120,0.5827335812476684,0.5780141843970401,0.45414759226194473,1,3.5,151.0,170.0,3.0,980.0,0.4825660985102671
121,0.7399995674001802,0.6073410680560338,0.7660478957063909,1,3.77,153.0,147.0,5.0,640.0,0.5888368434226052
122,0.5816254416961131,0.6366554054054054,0.45414759226194473,0,3.81,157.0,165.0,3.5,760.0,0.5019177676073301
123,0.5566502462147217,0.21580063626723223,0.45414759226194473,0,3.0,170.0,163.0,5.5,740.0,0.580094723426517
124,0.5630712979890311,0.4803206997084548,0.45414759226194473,1,3.84,156.0,164.0,4.0,320.0,0.5019177676073301
125,0.6496350364963503,0.5331166192604633,0.45414759226194473,1,3.6,154.0,164.0,4.0,940.0,0.5019177676073301
126,0.6563245823389021,0.21580063626723223,0.45414759226194473,0,3.9,161.0,167.0,5.0,760.0,0.4825660985102671
127,0.46320054017555706,0.43249667237117323,0.45414759226194473,0,3.86,170.0,156.0,6.0,700.0,0.580094723426517
128,0.6455463728191001,0.3800562785789659,0.45414759226194473,1,4.0,158.0,154.0,4.5,680.0,0.580094723426517
129,0.5417160045985528,0.5331166192604633,0.45414759226194473,0,3.87,160.0,165.0,3.5,710.0,0.580094723426517
130,0.477232593693036,0.5331166192604633,0.45414759226194473,0,3.58,159.0,160.0,4.0,610.0,0.580094723426517
131,0.547221097948917,0.4803206997084548,0.7190943183326696,0,3.88,151.0,164.0,3.0,790.0,0.5019177676073301
132,0.46355685131195334,0.4908256880733945,0.45414759226194473,0,3.7,166.0,170.0,3.5,900.0,0.5019177676073301
133,0.41231126596980255,0.4908256880733945,0.45414759226194473,0,3.96,167.0,162.0,4.0,880.0,0.580094723426517
134,0.46355685131195334,0.4908256880733945,0.45414759226194473,0,3.84,167.0,170.0,4.0,710.0,0.580094723426517
135,0.8370607028753451,0.5805987942979457,0.45414759226194473,0,3.94,165.0,163.0,6.0,840.0,0.580094723426517
136,0.835125448027056,0.6073410680560338,0.45414759226194473,1,3.94,165.0,163.0,6.0,840.0,0.580094723426517
137,0.4309437019036047,0.5331166192604633,0.45414759226194473,0,3.69,161.0,170.0,4.5,910.0,0.5019177676073301
138,0.7156746823524294,0.4908256880733945,0.45414759226194473,1,3.8,158.0,166.0,4.0,790.0,0.5019177676073301
139,0.4309437019036047,0.52430580688987,0.7190943183326696,1,3.63,160.0,170.0,4.5,830.0,0.4825660985102671
140,0.4309437019036047,0.3800562785789659,0.45414759226194473,0,3.98,163.0,157.0,4.5,750.0,0.5888368434226052
141,0.7031802120135492,0.46387017542934683,0.45414759226194473,0,3.63,160.0,170.0,4.5,830.0,0.4825660985102671
142,0.6149684400360685,0.43249667237117323,0.45414759226194473,1,3.82,167.0,157.0,4.0,600.0,0.580094723426517
143,0.490196176247626,0.43249667237117323,0.45414759226194473,0,3.86,170.0,157.0,6.0,700.0,0.580094723426517
144,0.6369982547993019,0.6366554054054054,0.45414759226194473,1,3.65,145.0,167.0,3.0,790.0,0.5019177676073301
145,0.5721908349026993,0.4908256880733945,0.45414759226194473,0,3.84,167.0,170.0,4.0,710.0,0.580094723426517
146,0.5292096219931272,0.5331166192604633,0.45414759226194473,0,3.89,159.0,170.0,3.5,990.0,0.5019177676073301
147,0.6563245823389021,0.43249667237117323,0.45414759226194473,0,3.82,167.0,157.0,4.0,600.0,0.580094723426517
148,0.4582857142857143,0.5139949109414759,0.7190943183326696,1,3.63,160.0,170.0,4.5,830.0,0.4825660985102671
149,0.5042979942693412,0.4908256880733945,0.45414759226194473,1,3.97,161.0,167.0,4.0,710.0,0.580094723426517
150,0.5768924302788845,0.43249667237117323,0.45414759226194473,0,3.82,167.0,157.0,4.0,600.0,0.580094723426517
151,0.5292096219931272,0.5331166192604633,0.45414759226194473,0,2.9,152.0,157.0,3.5,530.0,0.580094723426517
152,0.512825348924934,0.5331166192604633,0.45414759226194473,0,2.9,152.0,157.0,3.5,530.0,0.580094723426517
153,0.5768924302788845,0.5331166192604633,0.45414759226194473,0,2.9,152.0,157.0,3.5,530.0,0.580094723426517
154,0.6850828590318508,0.5331166192604633,0.45414759226194473,0,2.9,152.0,157.0,3.5,530.0,0.580094723426517
155,0.5785288270377733,0.4908256880733945,0.45414759226194473,1,3.55,154.0,170.0,3.5,680.0,0.580094723426517
156,0.4345885634588563,0.5331166192604633,0.45414759226194473,0,3.96,159.0,157.0,3.0,760.0,0.580094723426517
157,0.633147113594041,0.21580063626723223,0.45414759226194473,0,3.9,161.0,167.0,5.0,760.0,0.4825660985102671
158,0.4582857142857143,0.6073410680560338,0.45414759226194473,1,3.93,164.0,160.0,5.0,680.0,0.580094723426517
159,0.7692736324022017,0.56684701881837,0.45414759226194473,1,3.46,161.0,167.0,5.0,720.0,0.580094723426517
160,0.3643966547192354,0.523718763235917,0.45414759226194473,0,3.62,159.0,169.0,4.0,520.0,0.580094723426517
161,0.6885193897473153,0.56684701881837,0.45414759226194473,0,3.89,168.0,169.0,4.5,830.0,0.4825660985102671
162,0.4345885634588563,0.5331166192604633,0.45414759226194473,0,3.75,155.0,162.0,4.0,920.0,0.580094723426517
163,0.4345885634588563,0.5331166192604633,0.45414759226194473,0,3.3,156.0,153.0,4.0,630.0,0.580094723426517
164,0.625561040584607,0.6073410680560338,0.7190943183326696,1,3.35,147.0,170.0,4.0,820.0,0.4825660985102671
165,0.49583333333333335,0.5331166192604633,0.45414759226194473,0,3.7,154.0,158.0,4.0,640.0,0.580094723426517
166,0.4345885634588563,0.5331166192604633,0.45414759226194473,0,3.94,155.0,165.0,4.0,680.0,0.580094723426517
167,0.4345885634588563,0.5331166192604633,0.45414759226194473,0,3.7,154.0,158.0,4.0,640.0,0.580094723426517
168,0.512825348924934,0.5058505353791809,0.7190943183326696,0,4.0,152.0,161.0,4.0,320.0,0.5019177676073301
169,0.512825348924934,0.5331166192604633,0.45414759226194473,0,3.5,155.0,169.0,3.0,990.0,0.5019177676073301
170,0.512825348924934,0.5331166192604633,0.45414759226194473,0,3.6,159.0,168.0,4.5,860.0,0.580094723426517
171,0.5768924302788845,0.5058505353791809,0.45414759226194473,0,4.0,152.0,161.0,4.0,320.0,0.5019177676073301
172,0.6021348859776807,0.5780141843970401,0.45414759226194473,0,3.4520000000000004,158.0,166.0,3.5,930.0,0.5019177676073301
173,0.7156746823524294,0.4908256880733945,0.45414759226194473,0,2.91,165.0,165.0,5.5,630.0,0.580094723426517
174,0.4345885634588563,0.4908256880733945,0.45414759226194473,0,2.91,165.0,165.0,5.5,630.0,0.580094723426517
175,0.41231126596980255,0.47971042103257766,0.45414759226194473,0,3.92,170.0,170.0,5.0,880.0,0.5019177676073301
176,0.512825348924934,0.47971042103257766,0.45414759226194473,0,3.92,170.0,170.0,5.0,880.0,0.5019177676073301
177,0.3552278820375335,0.21580063626723223,0.45414759226194473,0,3.9,161.0,167.0,5.0,760.0,0.4825660985102671
178,0.41812584183182605,0.6366554054054054,0.45414759226194473,0,3.95,165.0,162.0,4.5,730.0,0.580094723426517
179,0.5768924302788845,0.5331166192604633,0.45414759226194473,0,3.52,160.0,169.0,3.5,990.0,0.5019177676073301
180,0.6126415370487968,0.344578313253012,0.7660478957063909,1,3.63,170.0,162.0,5.0,850.0,0.580094723426517
181,0.8143712574850238,0.523718763235917,0.45414759226194473,0,3.54,141.0,163.0,3.0,550.0,0.5019177676073301
182,0.8399999955621609,0.3800562785789659,0.45414759226194473,1,3.74,168.0,158.0,4.5,780.0,0.580094723426517
183,0.41231126596980255,0.523718763235917,0.45414759226194473,0,3.93,170.0,170.0,5.0,970.0,0.5019177676073301
184,0.41231126596980255,0.4908256880733945,0.45414759226194473,0,4.0,166.0,170.0,4.5,730.0,0.580094723426517
185,0.4897094430992736,0.3131115459882583,0.45414759226194473,0,3.52,158.0,154.0,4.0,700.0,0.580094723426517
186,0.6455463728191001,0.3131115459882583,0.45414759226194473,0,3.52,158.0,154.0,4.0,700.0,0.5888368434226052
187,0.4345885634588563,0.4908256880733945,0.45414759226194473,0,3.6,164.0,168.0,3.0,610.0,0.580094723426517
188,0.5548961424332343,0.8080756733934662,0.7660478957063909,1,3.89,150.0,151.0,4.0,660.0,0.580094723426517
189,0.4930555555556831,0.5331166192604633,0.45414759226194473,0,3.7,153.0,170.0,3.5,990.0,0.4825660985102671
190,0.5768924302788845,0.5331166192604633,0.45414759226194473,0,3.9,162.0,162.0,4.0,850.0,0.580094723426517
191,0.4345885634588563,0.4908256880733945,0.45414759226194473,0,3.0,170.0,167.0,4.5,550.0,0.580094723426517
192,0.6867671691792295,0.3800562785789659,0.45414759226194473,0,3.98,163.0,157.0,4.5,750.0,0.580094723426517
193,0.4705128205128205,0.4908256880733945,0.45414759226194473,0,3.98,166.0,165.0,4.5,710.0,0.580094723426517
194,0.5141294439380127,0.5331166192604633,0.45414759226194473,1,3.4,165.0,158.0,4.0,840.0,0.580094723426517
195,0.5721908349026993,0.5331166192604633,0.45414759226194473,0,3.89,159.0,170.0,3.5,990.0,0.5019177676073301
196,0.4705128205128205,0.477232593693036,0.45414759226194473,0,3.89,155.0,170.0,3.5,880.0,0.5019177676073301
197,0.4705128205128205,0.4908256880733945,0.45414759226194473,0,3.7,166.0,170.0,3.5,900.0,0.5019177676073301
198,0.8617193028682264,0.7517531556802244,0.7660478957063909,1,3.86,162.0,166.0,4.5,790.0,0.580094723426517
199,0.6923076923076923,0.4908256880733945,0.45414759226194473,1,3.76,170.0,166.0,4.5,970.0,0.5019177676073301
200,0.4345885634588563,0.4908256880733945,0.45414759226194473,0,3.7,166.0,170.0,3.5,900.0,0.5019177676073301
201,0.477232593693036,0.6366554054054054,0.45414759226194473,0,3.15,162.0,165.0,3.5,840.0,0.5019177676073301
202,0.490196176247626,0.5331166192604633,0.45414759226194473,0,3.64,159.0,165.0,4.0,860.0,0.5019177676073301
203,0.6146882127465025,0.5331166192604633,0.45414759226194473,1,3.24,157.0,169.0,4.0,590.0,0.580094723426517
204,0.764309764309563,0.21580063626723223,0.45414759226194473,1,3.9,161.0,167.0,5.0,760.0,0.4825660985102671
205,0.5038167938931297,0.21580063626723223,0.45414759226194473,0,3.9,161.0,167.0,5.0,760.0,0.4825660985102671
206,0.5329471397538016,0.5331166192604633,0.45414759226194473,0,3.4,145.0,165.0,3.0,970.0,0.4825660985102671
207,0.5485961123110151,0.5331166192604633,0.45414759226194473,0,3.63,156.0,163.0,4.0,570.0,0.580094723426517
208,0.5038167938931297,0.5331166192604633,0.45414759226194473,0,3.3,156.0,153.0,4.0,630.0,0.580094723426517
209,0.45869565217391306,0.5331166192604633,0.45414759226194473,0,3.87,160.0,165.0,3.5,710.0,0.580094723426517
210,0.6161971830985915,0.6366554054054054,0.45414759226194473,1,3.75,157.0,160.0,4.5,720.0,0.4825660985102671
211,0.5768924302788845,0.6366554054054054,0.45414759226194473,0,3.91,157.0,160.0,4.5,720.0,0.4825660985102671
212,0.5630712979890311,0.523718763235917,0.45414759226194473,0,3.62,159.0,169.0,4.0,520.0,0.580094723426517
213,0.5630712979890311,0.4908256880733945,0.45414759226194473,0,3.35,163.0,161.0,4.0,670.0,0.580094723426517
214,0.4897094430992736,0.5331166192604633,0.45414759226194473,0,3.04,154.0,168.0,4.0,940.0,0.5019177676073301
215,0.616600790513834,0.5331166192604633,0.45414759226194473,0,3.3,156.0,153.0,4.0,630.0,0.580094723426517
216,0.5038167938931297,0.5043227665706055,0.45414759226194473,0,3.0,159.0,159.0,4.5,730.0,0.580094723426517
217,0.4863013698630137,0.5331166192604633,0.45414759226194473,0,2.7,163.0,165.0,4.5,910.0,0.5019177676073301
218,0.512825348924934,0.5331166192604633,0.45414759226194473,0,2.7,163.0,165.0,4.5,910.0,0.5019177676073301
219,0.41231126596980255,0.5331166192604633,0.45414759226194473,0,2.7,163.0,165.0,4.5,910.0,0.5019177676073301
220,0.8692357390363157,0.5331166192604633,0.45414759226194473,1,2.7,163.0,165.0,4.5,910.0,0.5019177676073301
221,0.8143712574850238,0.5331166192604633,0.45414759226194473,1,2.7,163.0,165.0,4.5,910.0,0.5019177676073301
222,0.3884297521026984,0.5331166192604633,0.45414759226194473,0,3.7,153.0,170.0,3.5,990.0,0.4825660985102671
223,0.512825348924934,0.5331166192604633,0.45414759226194473,0,3.96,159.0,157.0,3.0,760.0,0.580094723426517
224,0.512825348924934,0.5331166192604633,0.45414759226194473,0,3.88,168.0,167.0,4.5,870.0,0.580094723426517
225,0.512825348924934,0.5331166192604633,0.45414759226194473,0,3.67,165.0,157.0,4.0,910.0,0.5019177676073301
226,0.5957446808510638,0.5662936320182355,0.7190943183326696,1,3.35,147.0,170.0,4.0,820.0,0.4825660985102671
227,0.712195120440125,0.5780141843970401,0.45414759226194473,0,3.13,149.0,167.0,3.5,930.0,0.5019177676073301
228,0.6143572621035058,0.49263337056539547,0.45414759226194473,0,3.76,162.0,170.0,4.0,870.0,0.580094723426517
229,0.4897094430992736,0.45886654478976235,0.7190943183326696,1,3.3,156.0,153.0,4.0,630.0,0.580094723426517
230,0.3552278820375335,0.38461538461538464,0.45414759226194473,0,3.63,156.0,163.0,4.0,570.0,0.580094723426517
231,0.4102272727272727,0.5331166192604633,0.45414759226194473,0,3.52,160.0,169.0,3.5,990.0,0.5019177676073301
232,0.4863013698630137,0.5331166192604633,0.45414759226194473,0,3.2,163.0,170.0,4.0,980.0,0.5019177676073301
233,0.7133756112395939,0.5331166192604633,0.45414759226194473,1,3.78,163.0,168.0,3.5,740.0,0.580094723426517
